"participant","leaveoutindex","environment","context","lambda","beta","tau"
156,9,"Smooth","Conceptual",0.822760094067666,0.00673794699913033,0.280739938406436
156,8,"Smooth","Spatial",0.483891590742549,0.00673794699975435,0.248285130073819
156,4,"Smooth","Spatial",0.35035721810167,0.00673794699908761,0.222632204438259
156,5,"Smooth","Spatial",0.359860964751115,0.00673794699908701,0.274479461361383
156,2,"Smooth","Spatial",0.56723986984572,0.00673794699908549,0.268557801430912
156,3,"Smooth","Spatial",0.495583715754929,0.00673794699910751,0.257140549307768
156,6,"Smooth","Spatial",0.48786957638297,0.00673794699908692,0.257341839853125
156,7,"Smooth","Spatial",0.359860964751218,0.00673794699908604,0.226272909710227
156,1,"Smooth","Spatial",0.501893901409195,0.00673794699908802,0.266974116836201
156,9,"Smooth","Spatial",0.484065205035929,0.0067379469990868,0.260796801485303
16,9,"Smooth","Conceptual",0.706374393257482,0.0401182571970804,0.0656715303325091
16,8,"Smooth","Conceptual",0.65413094221898,0.0547298572249457,0.0642781062794427
16,4,"Smooth","Conceptual",0.625928518319162,0.0630720745801885,0.0626033388523158
16,1,"Smooth","Conceptual",0.659247455455947,0.0523468466685133,0.0625226077405935
16,2,"Smooth","Conceptual",0.675885963444904,0.0453025839583574,0.0656059766979426
16,3,"Smooth","Conceptual",0.670848822643839,0.0522982193992293,0.0657083507623081
16,5,"Smooth","Conceptual",0.635853042877791,0.0957836923407711,0.0526438171231889
16,6,"Smooth","Conceptual",0.719425482850139,0.042418461172838,0.0648009460459411
16,7,"Smooth","Conceptual",0.691427406054617,0.0354574785708898,0.0662564444719913
16,9,"Smooth","Spatial",0.502341558295142,0.0465959535559552,0.0578984735557034
16,8,"Smooth","Spatial",0.589881898728387,0.0396456920151475,0.06144496655208
16,4,"Smooth","Spatial",0.571296271745578,0.050901354016679,0.0625844627280016
16,1,"Smooth","Spatial",0.586800253258,0.0441554022284133,0.0607870433382223
16,2,"Smooth","Spatial",0.59966254340751,0.0848153741817588,0.0501094040709809
16,3,"Smooth","Spatial",0.565689828098464,0.0180297267294211,0.064296914785538
16,5,"Smooth","Spatial",0.592372991004553,0.0295525191302675,0.0645359458531699
16,6,"Smooth","Spatial",0.545265019054728,0.106277979899044,0.0557710757874722
16,7,"Smooth","Spatial",0.592937816772993,0.0297138768719424,0.0637432007375608
160,9,"Rough","Conceptual",0.885006495353217,0.00673794699908616,0.0836301276853545
160,1,"Rough","Conceptual",0.860299393367977,0.00673794699909176,0.0887300408646314
160,2,"Rough","Conceptual",0.840597413944464,0.00673794699908638,0.0858003460235245
160,8,"Rough","Conceptual",1.04134331622202,0.00673794699908741,0.0867667508298514
160,4,"Rough","Conceptual",0.84361730883642,0.00673794699908797,0.0789496140678154
160,5,"Rough","Conceptual",0.893345410807761,0.00673794699908672,0.0806019029908627
160,6,"Rough","Conceptual",0.963713025207432,0.00673794699908952,0.0867975354998501
160,3,"Rough","Conceptual",0.876967553030602,0.00673794699909005,0.0862530875364839
160,7,"Rough","Conceptual",0.868397639820534,0.0067379469990868,0.0757001864315643
160,9,"Rough","Spatial",0.941741410469674,0.0397823355628995,0.0674215845947162
160,1,"Rough","Spatial",0.839790427314271,0.0638935507045535,0.0641732012725719
160,2,"Rough","Spatial",0.911257597023363,0.0581193958052247,0.0640386794250631
160,8,"Rough","Spatial",0.828775740407993,0.0679353693785034,0.0589198953665482
160,4,"Rough","Spatial",0.885247094897402,0.057087354360119,0.0661361832402299
160,5,"Rough","Spatial",0.882738892422254,0.0564712805482496,0.0677642286164454
160,6,"Rough","Spatial",0.861515862047825,0.0641880661225009,0.0651538813122161
160,3,"Rough","Spatial",0.849731207987873,0.0615065949806747,0.0598085525444772
160,7,"Rough","Spatial",0.904607005680954,0.062028918277134,0.0652498440848419
161,1,"Rough","Conceptual",2.60409053923305,0.139226208650507,0.454644003269814
161,2,"Rough","Conceptual",2.5368455412055,0.108143556272964,0.617114849978391
161,3,"Rough","Conceptual",10.2010739186169,0.173679954435935,0.486729849353786
161,4,"Rough","Conceptual",2.55212325002305,0.118482912684331,0.607072554436714
161,5,"Rough","Conceptual",2.46146299723412,0.0985611025569647,0.509764980657398
161,6,"Rough","Conceptual",2.36469385497885,0.095069978627912,0.495516926672618
161,7,"Rough","Conceptual",2.71584980219867,0.154634532030201,0.880469295043536
161,8,"Rough","Conceptual",3.77331755110723,0.264806829382715,0.571430305254125
161,9,"Rough","Conceptual",2.4362091977467,0.109731080620818,0.62932282853989
161,1,"Rough","Spatial",0.923027119355941,0.00673794699908603,0.189983521797246
161,2,"Rough","Spatial",0.894879797522054,0.00673794699908588,0.176526308400488
161,3,"Rough","Spatial",0.971228194395497,0.00673794699908556,0.191453241901204
161,4,"Rough","Spatial",0.880913330470098,0.00673794699908657,0.206051328719735
161,5,"Rough","Spatial",0.847158943353956,0.00673794699908827,0.205741696340824
161,6,"Rough","Spatial",0.876388966934195,0.0067379469990857,0.208979411615667
161,7,"Rough","Spatial",0.875827731308566,0.00673794699909593,0.195094802630776
161,8,"Rough","Spatial",0.807977946293669,0.00673794699909835,0.236048374164458
161,9,"Rough","Spatial",0.895038759275279,0.00673794699910213,0.193784235669978
162,2,"Smooth","Conceptual",1.3333159326598,0.0646675139562526,0.0535948332086431
162,6,"Smooth","Conceptual",1.49409794206348,0.036315115560578,0.0489145082170945
162,3,"Smooth","Conceptual",0.843500791231173,0.17151562086462,0.0457175384721263
162,4,"Smooth","Conceptual",1.3837368295462,0.0628388266708362,0.0538900109492559
162,1,"Smooth","Conceptual",1.38753896614347,0.0614243651170428,0.0556136495048355
162,7,"Smooth","Conceptual",0.798042817477449,0.176713172930359,0.0474769763981547
162,8,"Smooth","Conceptual",1.35077266537802,0.0706436718137992,0.0518153844475587
162,5,"Smooth","Conceptual",1.34062158591883,0.0635053726287463,0.0489026900158397
162,9,"Smooth","Conceptual",0.803242885725989,0.177422934380922,0.0464445514161946
162,2,"Smooth","Spatial",1.80563834491875,0.0573579119835612,0.0703737644171971
162,6,"Smooth","Spatial",1.79084945806906,0.074482490674471,0.0679308067686691
162,3,"Smooth","Spatial",1.81678013675246,0.0502638879757245,0.0734010368194151
162,4,"Smooth","Spatial",5.05989045587789,0.0067379469990856,0.0549275848546795
162,1,"Smooth","Spatial",1.80980468217153,0.0550469270624864,0.0686114127993476
162,7,"Smooth","Spatial",6.34491065721466,0.00673794699925591,0.0648598630587309
162,8,"Smooth","Spatial",6.71509165510435,0.00673794699908887,0.0576095488095726
162,5,"Smooth","Spatial",5.95142033885802,0.00673823299723223,0.0576058304784388
162,9,"Smooth","Spatial",1.74779042509629,0.0459781200156128,0.0751926793797098
171,8,"Smooth","Conceptual",0.481064197270981,0.00673794699908645,0.619414997688743
171,9,"Smooth","Conceptual",0.553302159676005,0.00673794699908952,0.814190383428113
171,2,"Smooth","Conceptual",0.668687012501376,0.00673794699922018,148.413159102377
171,3,"Smooth","Conceptual",0.0205825195652614,0.00673794699908571,0.642086996211962
171,6,"Smooth","Conceptual",0.511049003893744,0.00673794699980237,0.745760753854998
171,7,"Smooth","Conceptual",0.546846396360055,0.00673794699908561,0.653354786229451
171,4,"Smooth","Conceptual",0.556350924888623,0.00673794699908847,0.671403215576364
171,5,"Smooth","Conceptual",0.0762434696982896,0.00673794699908563,0.570690168443096
171,1,"Smooth","Conceptual",0.377845726339682,0.00673794699908638,0.798245248905908
171,8,"Smooth","Spatial",0.702353727461791,0.00673794699908718,0.115259861518503
171,9,"Smooth","Spatial",0.708947245411669,0.00673794699908656,0.117830715280016
171,2,"Smooth","Spatial",0.731020764172183,0.00673794699909851,0.108992305171662
171,3,"Smooth","Spatial",0.736030503128184,0.00673794699910637,0.10702093465504
171,6,"Smooth","Spatial",0.710365139139258,0.00673794699908676,0.119712033502559
171,7,"Smooth","Spatial",0.691028542792925,0.00673794699911049,0.114257524884778
171,4,"Smooth","Spatial",0.721222142823241,0.00673794703203679,0.109587424464619
171,5,"Smooth","Spatial",0.702601530405684,0.00673794699908927,0.118502953021313
171,1,"Smooth","Spatial",0.730956750013379,0.00673794699908987,0.103593034913418
172,2,"Smooth","Conceptual",1.2860696663037,0.00673794699913135,0.0790526982465515
172,3,"Smooth","Conceptual",1.19190880893641,0.00673794699910371,0.089595934215422
172,1,"Smooth","Conceptual",1.19176490192715,0.00673794699909176,0.086650735925927
172,9,"Smooth","Conceptual",1.15171415264033,0.00673794699910054,0.0902842484624979
172,4,"Smooth","Conceptual",1.20285983069528,0.00673794699913549,0.0865346821500202
172,5,"Smooth","Conceptual",1.26525244216112,0.00673794699920683,0.0856479285056524
172,6,"Smooth","Conceptual",1.23735568471623,0.00673794699908613,0.0807827233895656
172,8,"Smooth","Conceptual",1.1272264239002,0.00673794699908586,0.092095148216502
172,7,"Smooth","Conceptual",1.22164666523355,0.00673794699911693,0.0869469853409685
172,2,"Smooth","Spatial",0.607368838127877,0.154216814482697,0.0559963893511108
172,3,"Smooth","Spatial",0.625670973334702,0.100333189230156,0.0735717525547811
172,1,"Smooth","Spatial",0.622062179586886,0.107970582569133,0.071864909038997
172,9,"Smooth","Spatial",0.62285055104936,0.116562208661818,0.0712162983920434
172,4,"Smooth","Spatial",0.625547310653439,0.118065016320832,0.0717375123378035
172,5,"Smooth","Spatial",0.646424405885351,0.113715626387108,0.0683638974180684
172,6,"Smooth","Spatial",0.622797838112617,0.135010940554621,0.062531292836646
172,8,"Smooth","Spatial",0.644182504048402,0.100516521873117,0.0695861816407334
172,7,"Smooth","Spatial",0.598258895266762,0.109750384978801,0.068950398088143
173,1,"Smooth","Conceptual",0.92063323542755,0.00673794699910777,0.145239861041004
173,2,"Smooth","Conceptual",148.413154990479,16.1375379641608,0.207018151762964
173,3,"Smooth","Conceptual",0.859804441778774,0.00673794699908837,0.150641191348777
173,4,"Smooth","Conceptual",0.893252317026396,0.00673794699908564,0.169350095291454
173,5,"Smooth","Conceptual",0.922929758601342,0.00673794699909109,0.151937021388196
173,6,"Smooth","Conceptual",0.879325225299451,0.0067379469990863,0.150955297184519
173,7,"Smooth","Conceptual",1.00483736980343,0.00673794699911385,0.145417360058103
173,8,"Smooth","Conceptual",0.949996117528761,0.00673794699908549,0.144726933846903
173,9,"Smooth","Conceptual",0.881395831023566,0.00673794699908602,0.161927760059171
173,1,"Smooth","Spatial",0.598403231455451,0.265730901249144,0.022380238171107
173,2,"Smooth","Spatial",0.615509030770547,0.260056252044165,0.0229371481543849
173,3,"Smooth","Spatial",0.623165486298188,0.250772070997829,0.023722812972035
173,4,"Smooth","Spatial",0.600550961168058,0.294834794587675,0.0202668421804929
173,5,"Smooth","Spatial",0.603184457150759,0.277505894288672,0.0206585932466646
173,6,"Smooth","Spatial",0.711173942053228,0.221691369115056,0.0229047162460601
173,7,"Smooth","Spatial",0.594615893189015,0.272194000041032,0.0206426391764293
173,8,"Smooth","Spatial",0.624785239862952,0.260995358032039,0.0225940854247538
173,9,"Smooth","Spatial",0.623555585409088,0.268059964570764,0.0225958137521856
175,1,"Rough","Conceptual",0.96004536830996,0.00673794699908919,0.209954696036031
175,2,"Rough","Conceptual",0.872529985085965,0.00673794699908838,0.204880004837712
175,3,"Rough","Conceptual",0.842204773377116,0.00673794699910054,0.209763826073804
175,4,"Rough","Conceptual",0.811127825632691,0.00673794699908647,0.223219632073
175,5,"Rough","Conceptual",0.867854731989042,0.0067379469990915,0.229097359675779
175,6,"Rough","Conceptual",0.79442265259795,0.00673794699908769,0.30719278965979
175,7,"Rough","Conceptual",0.760071440472156,0.00673794699910018,0.258674727996642
175,8,"Rough","Conceptual",0.845532266001935,0.0067379469998038,0.226610530982961
175,9,"Rough","Conceptual",0.815986537249749,0.00673794699908553,0.239007434590899
175,1,"Rough","Spatial",1.28494300716498,0.05402184009025,0.0771094589976911
175,2,"Rough","Spatial",1.26699461109513,0.043369193951707,0.0796856308073628
175,3,"Rough","Spatial",1.44934951356336,0.0750570836185594,0.0578572926225267
175,4,"Rough","Spatial",1.26364816839568,0.0468368365259209,0.0787705915676381
175,5,"Rough","Spatial",1.26586801454041,0.0507780264505878,0.0762218621874576
175,6,"Rough","Spatial",1.26126121772871,0.0519942976452503,0.0795384219531332
175,7,"Rough","Spatial",1.15829126404797,0.0455543004046895,0.0702799156137961
175,8,"Rough","Spatial",1.18067750708818,0.0438897603186603,0.0781549441451713
175,9,"Rough","Spatial",1.1756046989352,0.0371536507796801,0.0791887806795868
177,3,"Rough","Conceptual",1.0374269823047,0.0146950068602747,0.0859365919530937
177,1,"Rough","Conceptual",0.938353576793378,0.0371910848592415,0.0801062356494649
177,2,"Rough","Conceptual",0.919904163277094,0.0453605331396038,0.0798295411555836
177,5,"Rough","Conceptual",0.948211756393131,0.0288000866907518,0.0826129426628383
177,6,"Rough","Conceptual",0.874935780310753,0.0318484736783828,0.0817449858470904
177,4,"Rough","Conceptual",0.877835603347952,0.0688952143488714,0.0665079594649032
177,8,"Rough","Conceptual",1.03568291507253,0.0242721101369768,0.0851583964049484
177,9,"Rough","Conceptual",0.914074526631835,0.032893731882222,0.0818083083004039
177,7,"Rough","Conceptual",0.932359549128857,0.0517647138121915,0.0731535236655799
177,3,"Rough","Spatial",1.2034293831185,0.0673157784700574,0.0368291819103358
177,1,"Rough","Spatial",1.24142408804032,0.0644307085166018,0.0334777678896929
177,2,"Rough","Spatial",1.16347210877082,0.0935443703512449,0.0328797660128519
177,5,"Rough","Spatial",1.19459997181535,0.0684332222934145,0.0344422912009858
177,6,"Rough","Spatial",1.22471769210398,0.0599258452570947,0.0360159234900097
177,4,"Rough","Spatial",1.15920061515482,0.0675249017100926,0.0363735275732052
177,8,"Rough","Spatial",1.20703733712749,0.058822867101382,0.0369106036146092
177,9,"Rough","Spatial",1.18604979919923,0.0736803119167533,0.035048972351587
177,7,"Rough","Spatial",1.17593855720264,0.0667022526061732,0.0369046618972284
178,4,"Smooth","Conceptual",0.875463782501576,0.00673794699912794,0.195510935232028
178,5,"Smooth","Conceptual",0.962903823891151,0.00673794699908579,0.229425619514985
178,6,"Smooth","Conceptual",0.992780111686151,0.0067379469990893,0.191050485118231
178,3,"Smooth","Conceptual",0.926901269598569,0.00673794699908569,0.222952978608286
178,7,"Smooth","Conceptual",0.961715598713547,0.00673794701213372,0.209292237633645
178,1,"Smooth","Conceptual",0.925451135374557,0.00673794699911191,0.215729516177282
178,2,"Smooth","Conceptual",0.994698314216242,0.00673794699908654,0.23870181852259
178,8,"Smooth","Conceptual",0.921843083022675,0.00673794699908702,0.224171109420415
178,9,"Smooth","Conceptual",0.860804869862018,0.00673794699911873,0.225801852199046
178,4,"Smooth","Spatial",0.926905599279376,0.00673794699910536,0.0784120973343273
178,5,"Smooth","Spatial",0.907291354685188,0.00673794699917372,0.084275758391217
178,6,"Smooth","Spatial",0.939665204837341,0.00673794699909959,0.0837898471175782
178,3,"Smooth","Spatial",0.911236511279555,0.00673794699911118,0.0828061526497808
178,7,"Smooth","Spatial",0.909040099788739,0.0067379469991807,0.0858741457214521
178,1,"Smooth","Spatial",0.972896877770544,0.00715951694807206,0.0825880511879977
178,2,"Smooth","Spatial",0.928441737663002,0.00673794699908555,0.0837142009504645
178,8,"Smooth","Spatial",1.00104724723546,0.0067379469990939,0.0822938508344652
178,9,"Smooth","Spatial",0.874296744722691,0.0067379469991205,0.0870666469575739
18,1,"Rough","Conceptual",0.984279320477905,0.00673794699911069,0.0642248687569989
18,2,"Rough","Conceptual",1.005878964868,0.00673794699910453,0.0623468706256263
18,3,"Rough","Conceptual",1.02319226851394,0.00673794699912656,0.0621154872112176
18,4,"Rough","Conceptual",1.00470136991503,0.00673794699910462,0.0599884599788902
18,5,"Rough","Conceptual",1.02195368509264,0.00673794699937489,0.0562499097428468
18,6,"Rough","Conceptual",1.04957331683552,0.00673794699909269,0.0601514225174621
18,7,"Rough","Conceptual",0.991682284489995,0.00673794699908945,0.0555290399188115
18,8,"Rough","Conceptual",1.00980301517629,0.0067379469991072,0.0575440182168334
18,9,"Rough","Conceptual",0.991943551347683,0.00673794699928405,0.0581146484688583
18,1,"Rough","Spatial",1.00380589115218,0.0235161177484565,0.0687696448036613
18,2,"Rough","Spatial",1.07086864540229,0.0310567632236469,0.0616532757840567
18,3,"Rough","Spatial",1.06395334218226,0.0294896257083338,0.0646556199739767
18,4,"Rough","Spatial",0.949977658267925,0.0183006109808364,0.0697328378538868
18,5,"Rough","Spatial",1.14307702567667,0.0330518483478152,0.0674203352203505
18,6,"Rough","Spatial",1.0942905212505,0.0192669965467033,0.0693849508667154
18,7,"Rough","Spatial",1.11125048633113,0.0186285132346325,0.0678060624104908
18,8,"Rough","Spatial",0.962461870231277,0.0289943783780612,0.070094070295981
18,9,"Rough","Spatial",1.1732729890698,0.0151656293804521,0.0695581398582862
182,1,"Smooth","Conceptual",1.05562384806118,0.00673794699909014,0.0515249239991696
182,5,"Smooth","Conceptual",1.01577215811098,0.00673794699914706,0.0500703631459121
182,8,"Smooth","Conceptual",1.05033323133282,0.00673794699923058,0.0489284180722983
182,9,"Smooth","Conceptual",1.00433158659229,0.00673794699910528,0.0519733156875684
182,2,"Smooth","Conceptual",1.16422732486674,0.00673794699913924,0.0448925872530194
182,3,"Smooth","Conceptual",1.08570518981157,0.00673794699909087,0.0452415783885922
182,4,"Smooth","Conceptual",1.07248659050432,0.00673794699910325,0.0474467971664833
182,6,"Smooth","Conceptual",1.03767081275943,0.0067379469991031,0.0495368897866573
182,7,"Smooth","Conceptual",1.00383965077667,0.00673794699908563,0.0506025323759062
182,1,"Smooth","Spatial",0.522137358985034,0.321115822744611,0.0288984076745693
182,5,"Smooth","Spatial",0.513323199554642,0.326619326120838,0.0273764743619979
182,8,"Smooth","Spatial",8.18311050044105,0.171417158193214,0.0212706216101424
182,9,"Smooth","Spatial",0.541597395756219,0.298972894088061,0.030712577612252
182,2,"Smooth","Spatial",0.499116814008877,0.354804480666034,0.0218445764682294
182,3,"Smooth","Spatial",0.518603227379751,0.327810644496557,0.0268957200848601
182,4,"Smooth","Spatial",0.516604479184969,0.330198606604945,0.0276818861198194
182,6,"Smooth","Spatial",0.523205361056577,0.322990621871811,0.0283524595163251
182,7,"Smooth","Spatial",0.544464559656648,0.310200109901303,0.0280981984131977
183,1,"Smooth","Conceptual",0.807534877266439,0.00673794699909403,0.270392898022616
183,2,"Smooth","Conceptual",0.869792740381155,0.00673794699908656,0.258096345472506
183,3,"Smooth","Conceptual",0.8364309252775,0.00673794699908845,0.317784686861458
183,4,"Smooth","Conceptual",0.770893357331976,0.00673794699908921,0.300081734217152
183,5,"Smooth","Conceptual",0.647648606443257,0.006737946999087,0.313146938776233
183,6,"Smooth","Conceptual",0.787419399208906,0.00673794699910238,0.283682584902837
183,7,"Smooth","Conceptual",0.747317764907285,0.00673794699909303,0.270574217884502
183,8,"Smooth","Conceptual",0.79197181486867,0.00673794700002448,0.278554688019826
183,9,"Smooth","Conceptual",0.807364791928981,0.00673794699909367,0.289548992930564
183,1,"Smooth","Spatial",0.111733107972318,0.00673794699908565,0.177821414988412
183,2,"Smooth","Spatial",0.118560494155418,0.00673794699908581,0.211923915715597
183,3,"Smooth","Spatial",0.0422770470360778,0.00673794699908557,0.188270658019418
183,4,"Smooth","Spatial",0.643016965378555,0.00673794699911204,0.220417136880911
183,5,"Smooth","Spatial",0.0101098088944737,0.00673794699908553,0.213660744013286
183,6,"Smooth","Spatial",0.0146711508368952,0.00673794699908547,0.203268512558469
183,7,"Smooth","Spatial",0.0112118618182725,0.00673794699908547,0.216222071717524
183,8,"Smooth","Spatial",0.0569657279484831,0.0067379469990856,0.227719102507872
183,9,"Smooth","Spatial",0.0300579969104699,0.00673794699908553,0.24298464151205
186,3,"Smooth","Conceptual",0.625377877306699,0.167785848904111,0.0564653408714086
186,7,"Smooth","Conceptual",0.616383957310429,0.179135449920635,0.057968028600824
186,4,"Smooth","Conceptual",0.565186339354914,0.228593685854501,0.0469682510296735
186,6,"Smooth","Conceptual",0.609816196478478,0.176397594938052,0.0581703902670254
186,2,"Smooth","Conceptual",0.638230726236315,0.176780833704978,0.0581308469113912
186,8,"Smooth","Conceptual",0.553138646978178,0.24389978140518,0.0440851793188456
186,5,"Smooth","Conceptual",0.672766337781299,0.141451960749534,0.061223817562344
186,1,"Smooth","Conceptual",0.619960935717588,0.157550226909358,0.0553878141385566
186,9,"Smooth","Conceptual",0.609996026626196,0.19039592154597,0.0543510155005491
186,3,"Smooth","Spatial",0.482910642660034,0.00673794699921383,0.539750396857588
186,7,"Smooth","Spatial",0.430274866336113,0.00673794699909277,0.522239879055823
186,4,"Smooth","Spatial",0.401347480224938,0.00673794699908843,0.623342662380095
186,6,"Smooth","Spatial",0.405817269411485,0.00673794699908589,0.509882303326718
186,2,"Smooth","Spatial",0.430274866336076,0.00673794699908588,0.589446072766244
186,8,"Smooth","Spatial",0.416571040403813,0.00673794699908614,0.59722487556886
186,5,"Smooth","Spatial",0.40124841961615,0.0067379469990866,1.16366626047747
186,1,"Smooth","Spatial",0.430274866348994,0.00673794699908884,0.564578154656814
186,9,"Smooth","Spatial",0.429846580232258,0.00673794699989017,0.725376498446207
188,1,"Smooth","Conceptual",0.932200262321777,0.00673794699909359,0.0769937903759881
188,8,"Smooth","Conceptual",0.970450049959288,0.00673794699909553,0.078156151163065
188,9,"Smooth","Conceptual",0.930315176000685,0.00673794699908642,0.0814355203027726
188,3,"Smooth","Conceptual",0.886139675471872,0.00673794699915172,0.0713382057049975
188,7,"Smooth","Conceptual",0.981907811391219,0.00673794699908619,0.0735400408877395
188,4,"Smooth","Conceptual",1.18248582771068,0.00673794699910055,0.0648632636544985
188,5,"Smooth","Conceptual",0.956172183991286,0.00673794699909217,0.0747201098212056
188,6,"Smooth","Conceptual",0.919638838399704,0.00673794699911523,0.0755572541949396
188,2,"Smooth","Conceptual",0.915614247006904,0.0067379469990967,0.0761169693250931
188,1,"Smooth","Spatial",2.18965448798907,0.104962592905199,0.0749255755413448
188,8,"Smooth","Spatial",2.48077163622028,0.129381349301874,0.0712450071208556
188,9,"Smooth","Spatial",2.37289191977608,0.116637286801525,0.0748621274188858
188,3,"Smooth","Spatial",2.00358356171937,0.100007585508451,0.0808889090325123
188,7,"Smooth","Spatial",2.17487683459492,0.111282547006248,0.0755976178062201
188,4,"Smooth","Spatial",2.04361994263263,0.0855062731028869,0.0748773449540996
188,5,"Smooth","Spatial",2.76770682396215,0.253367005730115,0.0771110708864454
188,6,"Smooth","Spatial",2.1576515377215,0.107471355987332,0.0817852874111185
188,2,"Smooth","Spatial",2.17530442034397,0.0926699235088922,0.0744417629154631
189,3,"Rough","Conceptual",0.906486342703629,0.00673794699910409,0.0463873595233151
189,1,"Rough","Conceptual",0.834053941464096,0.00673794699908592,0.0263503307196172
189,2,"Rough","Conceptual",0.989129733935959,0.0067379469990972,0.0406814789861274
189,4,"Rough","Conceptual",1.09467154507639,0.0067379469991102,0.0378565668721171
189,5,"Rough","Conceptual",1.06716484298823,0.00673794699913495,0.0374651909759385
189,6,"Rough","Conceptual",1.19338681146978,0.00673794699909812,0.0293023151250641
189,8,"Rough","Conceptual",1.10259953327855,0.00673794699909835,0.0379963968372106
189,9,"Rough","Conceptual",0.937942627318418,0.00673794700138954,0.0455810881186562
189,7,"Rough","Conceptual",1.08460840099705,0.00673794699908867,0.0375602433173623
189,3,"Rough","Spatial",0.957321398479347,0.0551726328877484,0.0616499459150918
189,1,"Rough","Spatial",1.02558319843493,0.0689110767782641,0.053706542260569
189,2,"Rough","Spatial",0.96128016645949,0.0616490827850792,0.0635469507915288
189,4,"Rough","Spatial",1.02435086623458,0.0605025053541081,0.0630777011953945
189,5,"Rough","Spatial",1.00193059721339,0.0705392110341373,0.0633088936970064
189,6,"Rough","Spatial",1.13031845620219,0.0555924572155558,0.066137960904719
189,8,"Rough","Spatial",1.01764958272856,0.0610612836747861,0.065183741445637
189,9,"Rough","Spatial",0.971941842185405,0.0562481153710837,0.064698799397526
189,7,"Rough","Spatial",0.818675983151971,0.123895544989579,0.0552807625214251
19,2,"Smooth","Conceptual",0.630202469379991,0.17421624099099,0.0393700103024649
19,1,"Smooth","Conceptual",0.556123248337723,0.262076090972368,0.0271266634874438
19,6,"Smooth","Conceptual",0.60874487759671,0.181380220119074,0.0379897116874641
19,3,"Smooth","Conceptual",0.645178490630396,0.171560707746439,0.0394221588094659
19,4,"Smooth","Conceptual",0.619787291220792,0.137078831642889,0.0425211516905009
19,5,"Smooth","Conceptual",0.895181103314575,0.0347342112631187,0.0550808767170296
19,7,"Smooth","Conceptual",0.600321389268174,0.174669164733153,0.0386361366986535
19,8,"Smooth","Conceptual",0.987278603780716,0.0385746032315014,0.0534264693776979
19,9,"Smooth","Conceptual",0.631052674202773,0.174567431272589,0.0394556752520248
19,2,"Smooth","Spatial",1.79831544565094,0.00673794699970622,0.0361627975981463
19,1,"Smooth","Spatial",1.89446261490827,0.096249121387135,0.0226492233290505
19,6,"Smooth","Spatial",1.80609567473368,0.0093170255613429,0.0368417416259572
19,3,"Smooth","Spatial",1.75764678235667,0.00673794700068904,0.0379599493452859
19,4,"Smooth","Spatial",1.74141800366313,0.0270281927204309,0.0367065316209792
19,5,"Smooth","Spatial",1.83713370562878,0.00673794699948086,0.0367402305064311
19,7,"Smooth","Spatial",1.57988965320752,0.0180714615885141,0.0339631677458111
19,8,"Smooth","Spatial",1.8114284037972,0.0067379469991592,0.0342838593836091
19,9,"Smooth","Spatial",1.81142840380654,0.0067379470009484,0.0382525124766995
192,1,"Rough","Conceptual",43.4714044191119,5.40911415620326,0.394592601219952
192,2,"Rough","Conceptual",41.9424824205671,5.64715980100753,0.394366312056465
192,3,"Rough","Conceptual",52.8798377881811,7.0689988690133,0.43411961862139
192,4,"Rough","Conceptual",40.128308833509,7.6534398384135,0.415524475875124
192,5,"Rough","Conceptual",42.3452603942518,5.28453715416441,0.397978959941632
192,6,"Rough","Conceptual",35.7675837670173,8.7964132800093,0.550751807680573
192,7,"Rough","Conceptual",30.2148794857923,5.28249439820332,0.502655168899514
192,8,"Rough","Conceptual",52.008871383796,7.0652362570477,0.372974580002314
192,9,"Rough","Conceptual",41.664585875514,6.11491275286541,0.408751911789616
192,1,"Rough","Spatial",0.827026570503995,0.00673794699911219,0.0760087643028345
192,2,"Rough","Spatial",0.858863969124822,0.00673794699908848,0.0684804751671891
192,3,"Rough","Spatial",0.842144367598478,0.0067379469990883,0.0773030319158145
192,4,"Rough","Spatial",0.813565881294248,0.00673794699911435,0.0783571789704215
192,5,"Rough","Spatial",0.809636228895857,0.00673794699908925,0.0742707135232453
192,6,"Rough","Spatial",0.842489120225439,0.00673794699909387,0.0595744622526456
192,7,"Rough","Spatial",0.836494586935148,0.00673794700880706,0.0744058012038746
192,8,"Rough","Spatial",0.816047750178882,0.00673794699910252,0.0779565483481295
192,9,"Rough","Spatial",0.776809594421615,0.00673794699913696,0.0732278376483952
193,1,"Rough","Conceptual",1.30745463855655,0.00673794699909385,0.0573953992238518
193,3,"Rough","Conceptual",1.26279410735687,0.00673794699908832,0.0564391441615535
193,4,"Rough","Conceptual",1.35955961510198,0.00673794699908568,0.0558136277825071
193,5,"Rough","Conceptual",1.39374302131007,0.00673794699923373,0.0539781816693017
193,6,"Rough","Conceptual",1.36188664537678,0.00673794699909113,0.0536208914428042
193,7,"Rough","Conceptual",1.32413101628463,0.00673794699910237,0.0537039601837231
193,8,"Rough","Conceptual",1.43638627077393,0.00673794699912189,0.0481042825355042
193,9,"Rough","Conceptual",1.30074293797467,0.006737946999111,0.0529786782405625
193,2,"Rough","Conceptual",1.2486041596908,0.0067379469990907,0.0514798512996098
193,1,"Rough","Spatial",0.612700093503389,0.160380506591635,0.0466830849360455
193,3,"Rough","Spatial",0.469211054425583,0.327133016436748,0.0201042806304968
