"participant","leaveoutindex","environment","context","kError","beta","tau"
16,5,"Smooth","Conceptual",2.12369516660796,0.0108520752138056,0.0529942936151446
16,6,"Smooth","Conceptual",2.20384074758378,0.0151256248248836,0.0539894172361322
16,7,"Smooth","Conceptual",2.11147780224382,0.0112183777763281,0.0553031589933552
16,8,"Smooth","Conceptual",2.7260485828015,0.0919213035992407,0.0346497961412673
16,9,"Smooth","Conceptual",2.24161963582078,0.0152072250782156,0.0533363131568642
16,1,"Smooth","Spatial",2.71321877863647,0.00673794699908596,0.0438132802432432
16,2,"Smooth","Spatial",2.32975871346851,0.006737946999087,0.0465903929433753
16,3,"Smooth","Spatial",2.49723007638931,0.00673794699908622,0.0461596942661509
16,4,"Smooth","Spatial",2.65378347583664,0.00673794699908634,0.0463102822205748
16,5,"Smooth","Spatial",2.64633151880075,0.00673794699908548,0.045793177754609
16,6,"Smooth","Spatial",2.54544064285782,0.00673794699908548,0.0489503739941932
16,7,"Smooth","Spatial",2.66238483685288,0.00673794699908641,0.0452860544911698
16,8,"Smooth","Spatial",2.73758848335401,0.00673794699908622,0.0433917608166328
16,9,"Smooth","Spatial",3.09809557963649,0.00673794699909444,0.0376109172246116
160,2,"Rough","Conceptual",1.63226586494057,0.00673794699908553,0.0757414825570442
160,3,"Rough","Conceptual",1.64853507864641,0.00673794699908547,0.0763401152506375
160,4,"Rough","Conceptual",1.76398253713198,0.00673794699908547,0.0679285413891618
160,1,"Rough","Conceptual",1.56964536230392,0.00673794699908547,0.0796406383536337
160,6,"Rough","Conceptual",1.95105270803573,0.00673794699908556,0.0694798880214032
160,7,"Rough","Conceptual",1.28643098522696,0.00673794699908549,0.0743893117016684
160,8,"Rough","Conceptual",1.52911809552782,0.0067379469990855,0.0818376260717162
160,5,"Rough","Conceptual",1.5474246556168,0.00673794699908551,0.0756885525161574
160,9,"Rough","Conceptual",1.65272775844316,0.0067379469990856,0.0741316658579573
160,2,"Rough","Spatial",2.47471033380298,0.0323966433709915,0.0503244706441341
160,3,"Rough","Spatial",2.08064427733125,0.0333058678957244,0.0527245243930817
160,4,"Rough","Spatial",2.38642130995734,0.0284053706433477,0.0535976569197166
160,1,"Rough","Spatial",2.12676413633392,0.0350876062440675,0.0550904246555498
160,6,"Rough","Spatial",2.79401451778058,0.0372750954489807,0.0444474803921641
160,7,"Rough","Spatial",2.38663966713743,0.0541782831946632,0.0492030349413938
160,8,"Rough","Spatial",2.29640633036659,0.0400716413575136,0.0480657163188796
160,5,"Rough","Spatial",2.36645789386235,0.033169765535582,0.0533723374461498
160,9,"Rough","Spatial",2.35711422157808,0.0298552956489349,0.0540123553856865
161,1,"Rough","Conceptual",0.729501432838523,0.00673794699908622,0.765532513970477
161,2,"Rough","Conceptual",5.43502116855284,51.7474592141101,0.00751944192197846
161,3,"Rough","Conceptual",0.567585236918389,0.00673794699908594,0.704735928410746
161,4,"Rough","Conceptual",5.8069710795238,50.9120495346773,0.0299275222816592
161,9,"Rough","Conceptual",0.346554167818568,0.00673794699908551,1.00559721002081
161,5,"Rough","Conceptual",0.544483873598167,0.00673794699908723,0.59330133916311
161,6,"Rough","Conceptual",0.412279441362013,0.00673794699908774,0.908824418940243
161,7,"Rough","Conceptual",1.72332404561263,93.4857518053994,0.00764782870904074
161,8,"Rough","Conceptual",1.22521737905683,122.456892379863,1.43995300270142
161,1,"Rough","Spatial",0.595993385739489,0.00673794699908598,0.217417365627746
161,2,"Rough","Spatial",0.171965171088837,0.00673794699908547,0.211054449929983
161,3,"Rough","Spatial",0.263881544474833,0.00673794699908549,0.229232225807046
161,4,"Rough","Spatial",0.319726714151708,0.00673794699908551,0.236323779273691
161,9,"Rough","Spatial",0.219183898371106,0.00673794699908549,0.227028080520198
161,5,"Rough","Spatial",0.163087260329291,0.00673794699908556,0.237188636998386
161,6,"Rough","Spatial",0.206492050624455,0.00673794699908549,0.240709855833091
161,7,"Rough","Spatial",0.179558652126841,0.00673794699908547,0.224352104482129
161,8,"Rough","Spatial",0.133258541154771,0.00673794699908553,0.270592137749664
162,4,"Smooth","Conceptual",2.55315935469121,0.142441322351124,0.0363095884262079
162,1,"Smooth","Conceptual",2.50462506796539,0.13654378268657,0.0379523241183041
162,2,"Smooth","Conceptual",2.94312617350412,0.149029831732038,0.0320648123740523
162,3,"Smooth","Conceptual",2.62316242105382,0.128229092480035,0.0381352780105356
162,5,"Smooth","Conceptual",2.76294505371241,0.169434910775472,0.0291938551243357
162,6,"Smooth","Conceptual",2.52591042322201,0.150277081184539,0.0339897999582914
162,7,"Smooth","Conceptual",2.46144281687937,0.146351040705924,0.0360174478498081
162,8,"Smooth","Conceptual",2.47892739369651,0.143107450606779,0.036647691802876
162,9,"Smooth","Conceptual",2.27022841081674,0.131973581950466,0.0394136831546255
162,4,"Smooth","Spatial",3.00736257739033,0.152892011475715,0.0357017266724233
162,1,"Smooth","Spatial",2.64350233803232,0.122984871454277,0.0444810505434462
162,2,"Smooth","Spatial",2.83485327291776,0.143086289613463,0.0385081301148096
162,3,"Smooth","Spatial",2.77655816784123,0.12798203486309,0.0428414981871297
162,5,"Smooth","Spatial",3.11811707070735,0.146419673459285,0.0359858276144361
162,6,"Smooth","Spatial",2.97857099788209,0.133396118091264,0.0393305593573038
162,7,"Smooth","Spatial",3.22380118894221,0.148663936664959,0.0350557476791913
162,8,"Smooth","Spatial",3.10132758700087,0.137080451433056,0.03775923209825
162,9,"Smooth","Spatial",2.98306953129362,0.144004839348907,0.0386932766799586
171,9,"Smooth","Conceptual",3.22543401905703,0.00673794699908587,0.2727180363241
171,1,"Smooth","Conceptual",2.99543329244409,0.00673794699909219,0.287146535863473
171,7,"Smooth","Conceptual",2.51399414696974,0.00673794699911257,0.309859510269259
171,8,"Smooth","Conceptual",2.36307575466914,0.00673794699908853,0.317202239816072
171,4,"Smooth","Conceptual",2.34772067907487,0.00673794699908938,0.355065152764401
171,5,"Smooth","Conceptual",2.33842595791631,0.00673794699914343,0.289149977477901
171,2,"Smooth","Conceptual",2.79256218940208,77.2288404876548,0.0235746874972003
171,3,"Smooth","Conceptual",2.60226915050982,0.0067379469991785,0.284419482633449
171,6,"Smooth","Conceptual",2.91194347673437,0.00673794699911074,0.294077794126568
171,9,"Smooth","Spatial",2.82259793707884,0.00673794699908756,0.0720722000104397
171,1,"Smooth","Spatial",2.30840313424294,0.00673794699908646,0.0752413427935958
171,7,"Smooth","Spatial",2.91950321325107,0.0067379469990897,0.0676226614429263
171,8,"Smooth","Spatial",3.19219912382409,0.00673794699909426,0.0643330874679936
171,4,"Smooth","Spatial",2.75162108275206,0.0067379469990977,0.0686095781671176
171,5,"Smooth","Spatial",2.40676598801463,0.00673794699908695,0.0783417359327022
171,2,"Smooth","Spatial",2.95136170979119,0.00673794699908908,0.0634878574716467
171,3,"Smooth","Spatial",2.42256665334585,0.00673794699908628,0.0743604232627647
171,6,"Smooth","Spatial",2.08182191191873,0.00673794699908547,0.0874547167277133
172,1,"Smooth","Conceptual",2.2158754604005,0.00673794699908787,0.073530773692363
172,2,"Smooth","Conceptual",2.0331337370799,0.00673794699908549,0.0737373419995045
172,3,"Smooth","Conceptual",2.32408527800912,0.00673794699908547,0.0727148132376654
172,4,"Smooth","Conceptual",2.276100301797,0.00673794699908555,0.0737708884935351
172,5,"Smooth","Conceptual",2.55237738256214,0.0067379469990869,0.066446172003488
172,6,"Smooth","Conceptual",2.08401224125527,0.00673794699908563,0.0740755987433079
172,7,"Smooth","Conceptual",2.3635553677496,0.00673794699908549,0.0703891359029936
172,8,"Smooth","Conceptual",2.2305286644892,0.00673794699908903,0.0765277303693776
172,9,"Smooth","Conceptual",1.97109259658589,0.00673794699908554,0.0803279261756333
172,1,"Smooth","Spatial",3.15071002958797,0.0185607380780873,0.0505493800222971
172,2,"Smooth","Spatial",2.87882497850025,0.0344615395114467,0.0492300062051802
172,3,"Smooth","Spatial",3.13180622586286,0.0150373469925601,0.0517414465999035
172,4,"Smooth","Spatial",3.16399334759236,0.0201629387537954,0.0510665591239044
172,5,"Smooth","Spatial",3.66365739552004,0.0130188079223913,0.0442257007530006
172,6,"Smooth","Spatial",3.38221876527933,0.0782751667475536,0.0381897392137529
172,7,"Smooth","Spatial",2.99295208300674,0.0212448750352172,0.050012991830025
172,8,"Smooth","Spatial",2.98883616668533,0.0100213994212401,0.0519938201227839
172,9,"Smooth","Spatial",3.07817615981779,0.0215906019391073,0.0511743396615285
173,2,"Smooth","Conceptual",1.77847220808871,0.00673794699908979,0.123193422044275
173,6,"Smooth","Conceptual",1.01736742152692,0.00673794699908552,0.148156415039479
173,3,"Smooth","Conceptual",1.16377458033159,0.00673794699908578,0.140251085130475
173,4,"Smooth","Conceptual",1.44183924918406,0.00673794699908554,0.143375390288738
173,1,"Smooth","Conceptual",1.14649627117828,0.0067379469990918,0.139936712060707
173,7,"Smooth","Conceptual",1.52724430389309,0.00673794699908953,0.126504297505006
173,8,"Smooth","Conceptual",1.05723786640791,0.00673794699908637,0.145167889987769
173,5,"Smooth","Conceptual",1.32628193319485,0.00673794699909618,0.137402716035449
173,9,"Smooth","Conceptual",1.22820823895587,0.00673794699909114,0.148652424916279
173,2,"Smooth","Spatial",3.58300899021499,0.133931175866145,0.021024644894098
173,6,"Smooth","Spatial",3.20654910456904,0.093778099779181,0.0281803489982576
173,3,"Smooth","Spatial",3.22204713508229,0.117971020088156,0.0246003187792586
173,4,"Smooth","Spatial",3.60285300304045,0.152938736571205,0.0205409340417485
173,1,"Smooth","Spatial",3.17264004016115,0.0953054684694404,0.0281808772768975
173,7,"Smooth","Spatial",3.91387360407915,0.160263207493287,0.0162151118076163
173,8,"Smooth","Spatial",3.47027051464202,0.114990909063936,0.0245944049504893
173,5,"Smooth","Spatial",3.47330847573262,0.102169246486477,0.0259934877381504
173,9,"Smooth","Spatial",3.52287802046276,0.130654678635807,0.0230703063437751
175,8,"Rough","Conceptual",1.28644179250726,0.00673794702776592,0.190098194299952
175,9,"Rough","Conceptual",1.45508045268777,0.00673794699908617,0.189401134619353
175,1,"Rough","Conceptual",1.04655096287044,0.00673794699908603,0.193741771516615
175,5,"Rough","Conceptual",1.55926823401769,0.00673794699908639,0.17676306481344
175,2,"Rough","Conceptual",0.946430091631504,0.00673794699908583,0.191070986917641
175,3,"Rough","Conceptual",1.50305675869475,0.00673794699908669,0.168042323613656
175,4,"Rough","Conceptual",1.31744756365214,0.00673794699908682,0.187742297125672
175,6,"Rough","Conceptual",0.734513533758213,0.00673794699908557,0.295418195056338
175,7,"Rough","Conceptual",1.28643098520858,0.00673794699908672,0.211038048411252
175,8,"Rough","Spatial",2.34181163209239,0.071288913032871,0.0552917025181985
175,9,"Rough","Spatial",2.40602358694203,0.0666558376711977,0.0558032182864233
175,1,"Rough","Spatial",2.88755293001087,0.101471655426297,0.0428221037480761
175,5,"Rough","Spatial",3.05081743973681,0.180428092461963,0.0280843123839213
175,2,"Rough","Spatial",3.02170775587174,0.0551813226015515,0.0509963288994782
175,3,"Rough","Spatial",2.51743592356168,0.0622113855604295,0.0540098100212313
175,4,"Rough","Spatial",2.7636794856389,0.0575381418856873,0.0540314093774097
175,6,"Rough","Spatial",2.64822314669455,0.072286012717676,0.052304312300145
175,7,"Rough","Spatial",2.44639385080465,0.0631631793887635,0.0517780951116726
177,1,"Rough","Conceptual",4.03922749354417,0.0227824226540427,0.0387670438441658
177,8,"Rough","Conceptual",3.08166336761328,0.0185953209974357,0.0532139704940838
177,9,"Rough","Conceptual",3.07964946046387,0.00953906597629187,0.053207579801207
177,2,"Rough","Conceptual",3.58445755652738,0.0206723924061578,0.0438832560626126
177,3,"Rough","Conceptual",3.18441352835681,0.0166214447797408,0.0516027635109356
177,4,"Rough","Conceptual",3.01783693492431,0.0603784003519692,0.0440592135704079
177,6,"Rough","Conceptual",2.99323019161732,0.0159956199414026,0.0519262022430308
177,7,"Rough","Conceptual",2.79296749820885,0.0487158372464256,0.0486348324140074
177,5,"Rough","Conceptual",3.20154006068446,0.0143081386163441,0.0509941356010313
177,1,"Rough","Spatial",2.6026998277936,0.00941236614173749,0.045406398670109
177,8,"Rough","Spatial",2.5868403508347,0.00673794699908707,0.0487564152236969
177,9,"Rough","Spatial",2.4913112074983,0.0134056994484583,0.0499633886254819
177,2,"Rough","Spatial",2.6845512137175,0.0381386532443613,0.0425869440739246
177,3,"Rough","Spatial",2.85601813656754,0.00963149697084487,0.0438501324552453
177,4,"Rough","Spatial",2.78906894904284,0.0107047965946038,0.0432057375446686
177,6,"Rough","Spatial",2.50125256806608,0.00673794699908878,0.04872035105712
177,7,"Rough","Spatial",2.73485740228364,0.0102837430857827,0.0448253566171358
177,5,"Rough","Spatial",2.67801691261478,0.00787883876149326,0.0452337123437304
178,6,"Smooth","Conceptual",3.60711520789904,0.00673794699908569,0.0755350461767673
178,7,"Smooth","Conceptual",8.63688454883783,0.00673794699924717,0.0233945695640534
178,8,"Smooth","Conceptual",4.28059328919671,0.00673794699908564,0.0717231889029282
178,1,"Smooth","Conceptual",4.76691196021958,0.00673794699908689,0.0585620380739924
178,2,"Smooth","Conceptual",2.14300190957741,0.00673794699908752,0.197860983944857
178,3,"Smooth","Conceptual",4.91593331005957,0.00673794699908594,0.0560208881235217
178,4,"Smooth","Conceptual",4.07909254135855,0.00673794699908589,0.0648717323190257
178,5,"Smooth","Conceptual",3.15983764095466,0.00673794699910872,0.109102717874901
178,9,"Smooth","Conceptual",4.408724447561,0.00673794699909431,0.063590639848828
178,6,"Smooth","Spatial",2.06606810578681,0.00673794699908555,0.0728849568473233
178,7,"Smooth","Spatial",2.33085482909244,0.00673794699908549,0.0688032501038384
178,8,"Smooth","Spatial",2.64896309257148,0.00673794699908836,0.0617671050406305
178,1,"Smooth","Spatial",1.83883398450611,0.00673794699908557,0.0773696784391831
178,2,"Smooth","Spatial",2.29043772219305,0.00673794699908555,0.0689352673517676
178,3,"Smooth","Spatial",2.22847512536158,0.00673794699908547,0.0676725956714113
178,4,"Smooth","Spatial",2.53962466719703,0.00673794699908687,0.0599520073693355
178,5,"Smooth","Spatial",2.17829062618916,0.00673794699908547,0.0697368946382285
178,9,"Smooth","Spatial",2.05787102840608,0.00673794699908563,0.0728809751987885
18,2,"Rough","Conceptual",1.83846310221617,0.00673794699908556,0.0618205191243136
18,1,"Rough","Conceptual",1.99738742002737,0.00673794699908565,0.0606379327971326
18,3,"Rough","Conceptual",2.11620079043847,0.0067379469990855,0.0590043917758453
18,4,"Rough","Conceptual",2.54315410036932,0.00673794699908807,0.0503048196012331
18,5,"Rough","Conceptual",1.8278388925856,0.00673794699908548,0.0578943490164508
18,9,"Rough","Conceptual",1.97563589254671,0.00673794699908548,0.0571678055998619
18,6,"Rough","Conceptual",2.61942634612586,0.00673794699908549,0.0487559909748012
18,7,"Rough","Conceptual",1.9926427547246,0.00673794699908553,0.0555279797582035
18,8,"Rough","Conceptual",2.01569035334542,0.00673794699908547,0.0562318152450435
18,2,"Rough","Spatial",2.92106301877671,0.00972881728895344,0.0470107011992213
18,1,"Rough","Spatial",3.19325453400692,0.00750016741088303,0.0420260009351606
18,3,"Rough","Spatial",2.73919815702321,0.0115430573401629,0.0501531350627477
18,4,"Rough","Spatial",2.80676340184356,0.00673794699908946,0.0502931515804027
18,5,"Rough","Spatial",2.7610533825952,0.0067379469991509,0.0510100821684478
18,9,"Rough","Spatial",2.93992420987112,0.00673794699908715,0.0489776499456837
18,6,"Rough","Spatial",3.02488066660998,0.0137561867983713,0.0468686462965057
18,7,"Rough","Spatial",3.0528222602773,0.00673794699915361,0.0459702090425047
18,8,"Rough","Spatial",2.5294555982154,0.00826893816325496,0.0540478677737511
182,1,"Smooth","Conceptual",1.83392797442704,0.00673794699908548,0.0492165883091531
182,2,"Smooth","Conceptual",1.65082262113008,0.00673794699908552,0.0474341237867467
182,3,"Smooth","Conceptual",1.44733542963556,0.00673794699908547,0.0498501756884532
182,4,"Smooth","Conceptual",1.68575539956917,0.00673794699908549,0.0472349846397312
182,5,"Smooth","Conceptual",1.71560029946524,0.00673794699908554,0.0478769756029034
182,6,"Smooth","Conceptual",1.63495483994819,0.00673794699908551,0.0494181662096035
182,7,"Smooth","Conceptual",1.60820008502298,0.00673794699908547,0.0498932006172408
182,8,"Smooth","Conceptual",1.64567116676791,0.00673794699908547,0.0489714844462421
182,9,"Smooth","Conceptual",1.46717706540918,0.00673794699908555,0.0533790306397238
182,1,"Smooth","Spatial",2.60769014337939,0.187578974343751,0.0268467792399579
182,2,"Smooth","Spatial",2.72741024197955,0.200663863177343,0.0226161643642873
182,3,"Smooth","Spatial",2.81723097730084,0.195671162567764,0.0238747167562251
182,4,"Smooth","Spatial",2.79593037413112,0.209442756583132,0.0226147975221757
182,5,"Smooth","Spatial",2.75314990430912,0.194163942134268,0.024522315676655
182,6,"Smooth","Spatial",2.64139340377503,0.190009675901685,0.0262479778994047
182,7,"Smooth","Spatial",2.46755535358615,0.176685900884743,0.0278400509980577
182,8,"Smooth","Spatial",2.53856559475952,0.190856403514543,0.0260865867542326
182,9,"Smooth","Spatial",2.4472197047323,0.166358172286479,0.0302877098182618
183,1,"Smooth","Conceptual",0.116107703191587,0.0067379469990855,0.309251080170302
183,3,"Smooth","Conceptual",0.171706886026007,0.00673794699908559,0.369259104843812
183,4,"Smooth","Conceptual",0.0578836275798208,0.00673794699908568,0.330901724628086
183,2,"Smooth","Conceptual",0.1362188278125,0.00673794699908553,0.295069062317038
183,8,"Smooth","Conceptual",0.0968076500021826,0.00673794699908609,0.317372155440121
183,9,"Smooth","Conceptual",0.143606259326567,0.00673794699908579,0.32695403393813
183,5,"Smooth","Conceptual",0.290369934541627,0.00673794699908553,0.333677970860196
183,6,"Smooth","Conceptual",0.143091726243741,0.00673794699908556,0.317551884152142
183,7,"Smooth","Conceptual",0.107461806410194,0.00673794699908553,0.30227177654157
183,1,"Smooth","Spatial",1.28643098521739,0.00673794699908588,0.14030203374872
183,3,"Smooth","Spatial",1.41620565334708,0.00673794699908661,0.142469746109089
183,4,"Smooth","Spatial",1.83443763304383,0.00673794699910922,0.142871334880792
183,2,"Smooth","Spatial",2.08850559327837,0.00673794699908629,0.121023560057151
183,8,"Smooth","Spatial",1.28643098524264,0.00673794699908975,0.178948148929672
183,9,"Smooth","Spatial",1.34168419321406,0.0067379469990858,0.186778899052088
183,5,"Smooth","Spatial",1.50735348010675,0.00673794699908571,0.155419086849733
183,6,"Smooth","Spatial",1.23458006175597,0.00673794699908638,0.163154897089072
183,7,"Smooth","Spatial",1.4424270752138,0.00673794699908595,0.161000134943392
186,4,"Smooth","Conceptual",3.20300149073551,0.173162914320702,0.0280237923816453
186,1,"Smooth","Conceptual",2.75430305212541,0.121910923631635,0.0357421919864684
186,2,"Smooth","Conceptual",3.37152377280562,0.154098326234263,0.0302945946983793
186,3,"Smooth","Conceptual",3.29592271266884,0.141115644824605,0.0315419319454012
186,5,"Smooth","Conceptual",2.88339471271377,0.126267257524171,0.037166420673209
186,6,"Smooth","Conceptual",3.40414890107773,0.148338832628578,0.0303471707956695
186,9,"Smooth","Conceptual",3.2792072811008,0.156041208502364,0.0301696915080529
186,7,"Smooth","Conceptual",3.15128553206423,0.141060219664897,0.0337687119808865
186,8,"Smooth","Conceptual",3.3909782922765,0.176897870857069,0.0261474567138169
186,4,"Smooth","Spatial",2.09657376533194,0.00673794699908573,0.356823952671983
186,1,"Smooth","Spatial",2.02993393820191,0.00673794699908788,0.334027221811744
186,2,"Smooth","Spatial",1.18299383467109,0.00673794699908609,0.499739023965429
186,3,"Smooth","Spatial",1.2069429753918,0.00673794699909914,0.476096024573886
186,5,"Smooth","Spatial",3.70141609917921,58.8993399282409,1.2279314417879
186,6,"Smooth","Spatial",0.734706658472992,0.00673794699908593,0.49215929475951
186,9,"Smooth","Spatial",0.889873360569953,0.00673794699908551,0.679642011617279
186,7,"Smooth","Spatial",1.50595675183448,0.00673794699908712,0.393660488924152
186,8,"Smooth","Spatial",1.42838172893197,0.00673794699908725,0.469090753642288
188,8,"Smooth","Conceptual",1.97867541344402,0.00673794699908547,0.0724922533240718
188,9,"Smooth","Conceptual",1.84423093421048,0.00673794699908551,0.0769244579876226
188,6,"Smooth","Conceptual",2.14664437813577,0.00673794699908612,0.0675571381887995
188,7,"Smooth","Conceptual",2.04813378859076,0.00673794699908574,0.0688823772254092
188,3,"Smooth","Conceptual",1.85890265633386,0.00673794699908557,0.0661741440451097
188,4,"Smooth","Conceptual",2.08716562021359,0.00673794699908554,0.0673810393301164
188,1,"Smooth","Conceptual",2.747674554703,0.00673794699908556,0.0600987386642142
188,2,"Smooth","Conceptual",2.04949265645234,0.00673794699908612,0.0688514912245465
188,5,"Smooth","Conceptual",1.9325696029049,0.00673794699908592,0.0711674248237377
188,8,"Smooth","Spatial",3.1852482131723,0.00673794699910256,0.061276901901422
188,9,"Smooth","Spatial",3.53747215437208,0.139514887480333,0.0337285609750686
188,6,"Smooth","Spatial",3.20783009228603,0.00673794699917298,0.0602700918747303
188,7,"Smooth","Spatial",3.0116435144845,0.00673794699913416,0.0622228353583417
188,3,"Smooth","Spatial",2.99186631129327,0.00673794699921713,0.0636390741293879
188,4,"Smooth","Spatial",3.09427003685542,0.00673794699908619,0.059766648800538
188,1,"Smooth","Spatial",3.48392118472457,0.0124031019734699,0.0518058939758118
188,2,"Smooth","Spatial",3.07348413692462,0.00673794699911376,0.0596830644239879
188,5,"Smooth","Spatial",3.51958675225677,0.00673794699914662,0.0548280873836302
189,1,"Rough","Conceptual",1.94067596123741,0.00673794699908547,0.0191485158634372
189,2,"Rough","Conceptual",9.81203441442971,0.00673794699909623,0.00673794699909027
189,3,"Rough","Conceptual",2.46662111833452,0.0067379469990855,0.0415260148354208
189,4,"Rough","Conceptual",9.86875396201931,0.00673794699908854,0.00673794699908625
189,5,"Rough","Conceptual",9.77606285064691,0.00673794699908876,0.00673794699909817
189,6,"Rough","Conceptual",7.02403820569952,0.0067379469990856,0.00673794699908805
189,7,"Rough","Conceptual",9.81797770461433,0.00673794699908674,0.00673794699908942
189,8,"Rough","Conceptual",9.88538534613437,0.0067379469990859,0.00673794699908648
189,9,"Rough","Conceptual",2.38292381983278,0.00673794699908629,0.0413889367733164
189,1,"Rough","Spatial",5.6037800924304,0.0218782428531906,0.0233477381979716
189,2,"Rough","Spatial",3.41405489162712,0.0417258781846494,0.0398506638812948
189,3,"Rough","Spatial",3.26267904135463,0.0474439742066489,0.0380340315769416
189,4,"Rough","Spatial",3.43290274537788,0.0367698193097502,0.041741601878384
189,5,"Rough","Spatial",3.63814908796383,0.0340504048357092,0.0403985890948815
189,6,"Rough","Spatial",3.51824426999892,0.0620890227039565,0.0385937117135417
189,7,"Rough","Spatial",3.96928810850989,0.0976937070155596,0.0292287291834445
189,8,"Rough","Spatial",3.55344384979351,0.036965812998272,0.039836351379361
189,9,"Rough","Spatial",3.48391722504559,0.037585261143086,0.0407516135445859
19,1,"Smooth","Conceptual",2.51764928185107,0.146694274590839,0.0269434739386573
19,5,"Smooth","Conceptual",2.24272608099132,0.0119247893347214,0.0520807134972383
19,2,"Smooth","Conceptual",2.23813814464416,0.014463114766823,0.0516217874575827
19,3,"Smooth","Conceptual",2.23744466881986,0.0104252795543592,0.0524265527775526
19,4,"Smooth","Conceptual",2.28749301549166,0.00673794699908789,0.0471315659367562
19,9,"Smooth","Conceptual",2.24724812568662,0.0131767040841935,0.0519940116735183
19,6,"Smooth","Conceptual",2.14850461943386,0.0119668286659234,0.0524018302666831
19,7,"Smooth","Conceptual",2.14538323622291,0.0191254297626976,0.0491217486646392
19,8,"Smooth","Conceptual",2.21632344024517,0.0154170393419304,0.0524976068930726
19,1,"Smooth","Spatial",3.58960347022341,0.0132566587171094,0.0369791785278209
19,5,"Smooth","Spatial",3.52460646959431,0.00673794699908555,0.0369601794619507
19,2,"Smooth","Spatial",3.51250750656681,0.00673794699908557,0.0359523767579322
19,3,"Smooth","Spatial",3.27423552691498,0.00673794699908587,0.0383398699282939
19,4,"Smooth","Spatial",3.61977974637116,0.0067379469990858,0.0366455297827853
19,9,"Smooth","Spatial",3.04281122467872,0.00673794699908555,0.0455059709051992
19,6,"Smooth","Spatial",3.64259593079893,0.00673794699908671,0.0364362753396139
19,7,"Smooth","Spatial",3.1339134986033,0.00673794699909499,0.0391475564330982
19,8,"Smooth","Spatial",10.8773809994118,0.00673794699908669,0.00673794699910221
192,1,"Rough","Conceptual",0.559859196734409,0.00673794699908606,0.476837270993558
192,5,"Rough","Conceptual",1.33378590360256,0.00673794699909216,0.643749246893915
192,2,"Rough","Conceptual",1.12763438289203,0.00673794699908734,0.472939003680025
192,4,"Rough","Conceptual",0.427850436551097,0.00673794699908549,0.366399063644483
192,6,"Rough","Conceptual",0.299604801564844,0.00673794699908693,0.76632345491777
192,3,"Rough","Conceptual",0.460878896121254,0.00673794699908703,0.467996694372918
192,7,"Rough","Conceptual",1.28643098522511,0.00673794699908566,0.41283648320069
192,8,"Rough","Conceptual",0.399129267155613,0.00673794699908555,0.456646221738962
192,9,"Rough","Conceptual",0.546330022443481,0.00673794699908622,0.497741008850541
192,1,"Rough","Spatial",1.67192546460044,0.00673794699908551,0.0676081559089044
192,5,"Rough","Spatial",1.83900039874592,0.00673794699908611,0.0630922879514455
192,2,"Rough","Spatial",1.63653947353309,0.00673794699908551,0.0631671025181904
192,4,"Rough","Spatial",1.55619661525478,0.00673794699908549,0.0710160064478901
192,6,"Rough","Spatial",1.57048300612266,0.00673794699908558,0.055988149891865
192,3,"Rough","Spatial",1.65760381513899,0.0067379469990855,0.0681099443471368
192,7,"Rough","Spatial",1.77093826480604,0.00673794699908551,0.0650710270287754
192,8,"Rough","Spatial",1.88908760588543,0.00673794699908548,0.0654728009431268
192,9,"Rough","Spatial",2.29181053854006,0.00673794699908812,0.0529891211377688
193,8,"Rough","Conceptual",3.56906998172359,0.00673794699908626,0.0347347576116791
193,9,"Rough","Conceptual",3.93030724517611,0.00673794699908835,0.0321047189273153
193,1,"Rough","Conceptual",2.90750340078693,0.00673794699908663,0.0459928381635897
193,5,"Rough","Conceptual",3.65126970117172,0.00673794699908634,0.0348325797159461
193,2,"Rough","Conceptual",3.51285494852915,0.00673794699908677,0.0333585749076211
193,3,"Rough","Conceptual",3.6390400557933,0.0067379469990897,0.0350725363418448
193,4,"Rough","Conceptual",3.59777070616432,0.00673794699908556,0.0358144181572486
193,6,"Rough","Conceptual",3.65435274790809,0.00673794699909061,0.0348076717613695
193,7,"Rough","Conceptual",10.2433187827748,0.00673794699911586,0.00684213038059571
193,8,"Rough","Spatial",3.80749790685009,0.108931195031919,0.0247543541717583
193,9,"Rough","Spatial",3.5519929220589,0.0815456538876502,0.0290496869579102
193,1,"Rough","Spatial",3.8392608150053,0.090075888153055,0.0261109882993168
193,5,"Rough","Spatial",3.76405785830644,0.0921716350390577,0.0269891030000462
193,2,"Rough","Spatial",3.81875965159737,0.0951488646024742,0.0267374560129088
193,3,"Rough","Spatial",3.99726041782729,0.159840633531475,0.0182953107412293
193,4,"Rough","Spatial",3.83139992603662,0.0908542735288594,0.0268326518297103
193,6,"Rough","Spatial",3.58283739296185,0.0929417936846332,0.0259645501699345
193,7,"Rough","Spatial",3.68317983145407,0.0909125953014769,0.0279863225519124
194,1,"Smooth","Conceptual",2.2304058332957,0.00673794699908563,0.0484052879617691
194,8,"Smooth","Conceptual",2.14807557116657,0.0126359934413739,0.0488768813293864
194,9,"Smooth","Conceptual",2.06695171977712,0.0167822876955593,0.0491596626080372
194,2,"Smooth","Conceptual",2.09576569490241,0.013925725102354,0.0468211334030271
194,3,"Smooth","Conceptual",2.14573582616955,0.0128569700891475,0.048665421353046
194,4,"Smooth","Conceptual",2.38256848281389,0.0568144140267667,0.0387293748775039
